13178	und
6563	der
6202	die
5258	er
4834	sie
3643	das
3300	den
3174	in
2751	es
2731	nicht
2670	zu
2658	so
2614	ein
2588	ich
2448	sich
2387	war
2366	dem
2331	aber
2192	auf
1929	du
1853	mit
1764	ihm
1747	Da
1652	sprach
1500	an
1494	als
1445	daß
1444	da
1338	ihn
1270	Der
1216	eine
1202	einen
1170	wie
1145	sagte
1145	ist
1136	ihr
1114	hatte
1003	wieder
1002	von
947	was
914	mir
908	auch
906	ging
861	König
847	kam
832	aus
822	sein
780	noch
776	will
749	wollte
725	wenn
710	Als
658	Die
643	vor
636	nach
599	seine
569	Frau
561	dich
558	dir
550	mich
539	hat
533	einem
530	Sie
529	im
526	sah
522	Er
517	antwortete
513	nur
507	Das
494	nichts
494	Ich
491	nun
488	Mann
486	zum
484	waren
476	einmal
464	wäre
462	ward
454	habe
452	um
450	Es
443	rief
436	alles
435	bis
435	alle
424	doch
423	wo
423	Vater
421	wir
414	des
412	Und
411	mein
402	s
402	bei
401	ließ
401	konnte
389	über
389	haben
388	nahm
380	sollte
377	für
375	fort
373	Mädchen
369	mehr
368	Nun
367	seinen
367	Haus
364	dann
360	andern
358	ganz
353	schon
353	drei
349	wohl
338	stand
337	einer
331	seinem
330	hast
323	damit
323	Wald
320	Wie
319	denn
315	hätte
315	fragte
310	hin
309	zur
308	werden
307	am
305	zwei
305	kann
301	dachte
298	Hans
297	soll
296	Wasser
288	gab
286	Tag
283	bin
282	Mutter
280	Ihr
276	kein
274	weil
274	ins
273	ihre
268	wird
264	Aber
263	bist
263	Kind
262	Was
258	immer
257	ihnen
257	Herr
253	seiner
253	lange
250	kamen
249	hinaus
248	mußte
246	setzte
246	Schloß
246	Augen
244	unter
239	keine
238	gut
238	Tochter
233	weiter
233	ab
232	hinein
230	Märchen
230	Königstochter
229	Du
228	machte
226	etwas
226	Zeit
224	uns
224	sind
221	muß
221	Ach
219	Kopf
218	sehen
215	Nacht
214	Hand
213	gehen
211	meine
209	hatten
203	Morgen
199	endlich
198	Welt
197	legte
196	hörte
196	durch
196	andere
195	darin
195	Jäger
194	heraus
194	Bruder
192	kommen
191	zog
191	Alte
190	zusammen
190	hier
188	ob
188	geben
188	Wenn
187	Weg
186	fing
185	machen
185	großen
184	vom
184	Baum
183	sprang
182	viel
182	gleich
180	saß
179	Sohn
179	Königin
177	ihren
177	dein
177	darauf
176	Gott
175	Gold
173	wollen
173	voll
173	sollst
168	Fuchs
167	tat
167	recht
166	alte
165	Geld
164	große
162	gewesen
162	Königssohn
161	ja
159	lassen
158	tun
157	weiß
157	davon
157	Herz
156	beiden
155	gingen
155	euch
155	Kinder
154	wer
154	Leben
154	Bett
153	ihrem
153	Vogel
153	Erde
152	Türe
152	Schneider
152	Braut
151	sondern
150	kommt
150	Pferd
150	Feuer
149	trug
148	oder
148	niemand
147	sagen
147	brachte
146	Ja
146	Euch
145	selbst
145	man
144	wußte
143	lag
143	herum
142	könnte
141	zurück
141	erst
141	Dann
140	gar
139	kannst
137	hinter
137	Brot
136	ohne
136	essen
135	dass
135	allein
134	ganze
134	fiel
134	bald
133	sonst
133	heim
133	Am
132	lief
130	Leute
129	stieg
129	Wolf
128	schön
127	trat
125	willst
124	blieb
124	So
123	schöne
122	her
121	Jungfrau
120	Arbeit
119	lieber
119	goldenen
119	Bauer
118	wollten
118	Abend
116	oben
115	wurde
