414	einen	Augenblick
123	einen	Blick
120	einen	Mann
104	einen	Gegenstand
103	einen	Begriff
96	einen	Teil
96	einen	Menschen
85	einen	Schritt
83	einen	Brief
75	einen	Stuhl
72	einen	Seite
68	einen	Traum
58	einen	Tag
53	einen	Weg
52	einen	Kuß
50	Einen	Augenblick
47	einen	Gott
45	einen	Stein
42	einen	Platz
39	einen	Sinn
36	einen	Zustand
36	einen	Versuch
36	einen	Baum
35	einen	Besuch
33	einen	Spaziergang
33	einen	Gedanken
31	einen	Stoß
31	einen	Namen
30	einen	Zug
30	einen	Punkt
29	einen	Hand
29	einen	Grad
28	einen	Freund
27	einen	Ort
26	einen	Schuß
26	einen	Moment
26	einen	Fuß
26	einen	Ausdruck
24	einen	Wagen
24	einen	Sohn
24	einen	Schlag
24	einen	Fall
24	einen	Anfang
23	einen	Wunsch
23	einen	Herrn
23	einen	Grund
22	einen	Wink
22	einen	Satz
22	einen	Haufen
21	einen	Kreis
21	einen	Gang
21	einen	Feind
20	einen	Wert
20	einen	Schatz
20	einen	Eindruck
20	einen	Berg
18	einen	Zweck
18	einen	Unterschied
18	einen	Schrei
18	einen	Schein
18	einen	Raum
18	einen	Monat
18	einen	Engländer
17	einen	Winkel
17	einen	Vater
17	einen	Spiegel
17	einen	Schluck
17	einen	Ruck
16	einen	Hund
16	einen	Ausweg
15	einen	Ton
15	einen	Teller
15	einen	Sessel
15	einen	Kampf
15	einen	Inhalt
15	einen	Fehler
15	einen	Esel
15	einen	Bruder
14	einen	Zusammenhang
14	einen	Vorwurf
14	einen	Tropfen
14	einen	Stock
14	einen	Sprung
14	einen	Körper
14	einen	Kopf
14	einen	Geist
13	einen	Scherz
13	einen	Laut
13	einen	Krieg
13	einen	Gruß
13	einen	Engel
13	einen	Dichter
13	einen	Arm
12	einen	Zweig
12	einen	Spaß
12	einen	Meter
12	einen	Kranz
12	einen	Garten
12	einen	Entschluß
12	einen	Arzt
11	einen	Zweifel
11	einen	Wald
11	einen	Vers
11	einen	Umweg
11	einen	Tisch
11	einen	Strauß
11	einen	Schmerz
11	einen	Ring
11	einen	Plan
11	einen	Fürsten
11	einen	Finger
11	einen	Druck
11	einen	Dienst
11	einen	Anlauf
10	einen	Widerspruch
10	einen	Stern
10	einen	Sack
10	einen	Knaben
10	einen	Hof
10	einen	Halt
10	einen	Gefallen
10	einen	Felsen
9	einen	Zufall
9	einen	Zettel
9	einen	Triangel
9	einen	Streich
9	einen	Stich
9	einen	Spaten
9	einen	Rubel
9	einen	Prozeß
9	einen	Pfennig
9	einen	Laden
9	einen	Fluß
9	einen	Band
9	einen	Ball
9	einen	Ausflug
8	einen	Vorwand
8	einen	Vorschlag
8	einen	Verstand
8	einen	Turm
8	einen	Topf
8	einen	Theil
8	einen	Strich
8	einen	Roman
8	einen	Offizier
8	einen	Narren
8	einen	König
8	einen	Irrtum
8	einen	Heiligen
8	einen	Grundsatz
8	einen	Gegner
8	einen	Erfolg
8	einen	Boten
8	einen	Bissen
8	einen	Beweis
8	einen	Apfel
8	einen	Anzug
8	einen	Angriff
8	einen	Abgrund
7	einen	Zuwachs
7	einen	Witz
7	einen	Wechsel
7	einen	Vorzug
7	einen	Vorteil
7	einen	Verweis
7	einen	Verlust
7	einen	Schlüssel
7	einen	Schleier
7	einen	Rest
7	einen	Rat
7	einen	Posten
7	einen	Pelz
7	einen	Orden
7	einen	Mund
7	einen	Lehnstuhl
7	einen	Kratzfuß
7	einen	Korb
7	einen	Knochen
7	einen	Jungen
7	einen	Genuß
7	einen	Fisch
7	einen	Einfall
7	einen	Eid
7	einen	Aufenthalt
7	einen	Antrag
7	Einen	Mann
6	einen	Widerwillen
6	einen	Vorsprung
6	einen	Vogel
6	einen	Treffer
6	einen	Toast
6	einen	Tadel
6	einen	Streit
6	einen	Sommer
6	einen	Sieg
6	einen	Seufzer
6	einen	See
6	einen	Schluß
6	einen	Schimmer
6	einen	Reiz
6	einen	Philosophen
6	einen	Mantel
6	einen	Mangel
6	einen	Kranken
6	einen	Kanon
6	einen	Kahn
6	einen	Händedruck
6	einen	Hauch
6	einen	Halbkreis
6	einen	Groschen
6	einen	Glanz
6	einen	Geistlichen
6	einen	Funken
6	einen	Fuchs
6	einen	Flügel
6	einen	Diener
6	einen	Bericht
6	einen	Bedienten
6	einen	Bart
6	einen	Ausgang
6	einen	Abend
6	Einen	Moment
6	Einen	Begriff
5	einen	Vortrag
5	einen	Verwundeten
5	einen	Turban
5	einen	Trupp
5	einen	Tiger
5	einen	Tanz
5	einen	Streifen
5	einen	Stachel
5	einen	Saal
